PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
CTNNA3	in-complex-with	PCDHGB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGC3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGC4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGC5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	CTNNB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	DCHS1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	FAT1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	FAT2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	FAT3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH11X	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH11Y	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH18	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH19	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH20	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDH9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHA9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHAC1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHAC2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB14	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB16	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHB8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGC3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGC4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNAL1	in-complex-with	PCDHGC5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNB1	in-complex-with	DCHS1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	EP300	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_
CTNNB1	in-complex-with	EP400	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
CTNNB1	in-complex-with	FAT1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	FAT2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	FAT3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	FBXW11	PANTHER		Wnt signaling pathway	panther:_Complex__betaTrCP_Beta_Catenin__s267_a557_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Diversin__Casein_Kinase_1_Beta_Catenin__betaTrCP_Glycogen_Synthase_Kinase_3Beta__s259_a539_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Diversin__Casein_Kinase_1_Beta_Catenin__betaTrCP_Glycogen_Synthase_Kinase_3Beta__s266_a555_
CTNNB1	in-complex-with	GSK3B	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Glycogen_Synthase_Kinase_3Beta_Axin__PP2A_Diversin__Casein_Kinase_1__s252_a524_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Diversin__Casein_Kinase_1_Beta_Catenin__betaTrCP_Glycogen_Synthase_Kinase_3Beta__s259_a539_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Diversin__Casein_Kinase_1_Beta_Catenin__betaTrCP_Glycogen_Synthase_Kinase_3Beta__s266_a555_
CTNNB1	in-complex-with	HELLS	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
CTNNB1	in-complex-with	HLTF	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
CTNNB1	in-complex-with	INO80	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
CTNNB1	in-complex-with	LEF1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__TCF_Beta_Catenin__Smad4_Bcl9__s179_a410_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_;panther:_Complex__TCF_Smad4__Beta_Catenin__s176_a403_
CTNNB1	in-complex-with	PCDH10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH11X	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH11Y	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH18	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH19	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH20	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDH9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHA9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHAC1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHAC2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB14	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB16	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHB8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
CTNNB1	in-complex-with	PCDHGB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_;panther:_Complex__Beta_Catenin_Cadherin__s283_a592_
